folder path,File name,Extension,Size (KB),Created Date
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\serve-static,index.js,.js,4.46,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\serve-static,package.json,.json,1.11,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\setprototypeof,index.js,.js,0.4,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\setprototypeof,package.json,.json,1.23,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\setprototypeof\test,index.js,.js,0.67,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shebang-command,index.js,.js,0.38,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shebang-command,package.json,.json,0.54,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shebang-regex,index.js,.js,0.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shebang-regex,package.json,.json,0.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote,index.js,.js,6.42,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote,package.json,.json,0.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\example,env.js,.js,0.11,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\example,op.js,.js,0.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\example,parse.js,.js,0.1,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\example,quote.js,.js,0.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,comment.js,.js,0.65,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,env.js,.js,1.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,env_fn.js,.js,0.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,op.js,.js,2.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,parse.js,.js,0.88,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,quote.js,.js,1.47,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\shell-quote\test,set.js,.js,0.66,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\side-channel,index.js,.js,3.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\side-channel,package.json,.json,1.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\side-channel\test,index.js,.js,1.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\signal-exit,index.js,.js,5.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\signal-exit,package.json,.json,0.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\signal-exit,signals.js,.js,1.26,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sisteransi,package.json,.json,0.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sisteransi\src,index.js,.js,1.33,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\slash,index.js,.js,0.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\slash,package.json,.json,0.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs,index.js,.js,0.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs,package.json,.json,1.26,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,chunking-test.js,.js,2.46,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,iframe.js,.js,1.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,sockjs.js,.js,7.87,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,trans-eventsource.js,.js,1.85,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,trans-htmlfile.js,.js,2.27,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,trans-jsonp.js,.js,3.13,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,trans-websocket.js,.js,7.33,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,trans-xhr.js,.js,3.71,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,transport.js,.js,11.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,utils.js,.js,3.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sockjs\lib,webjs.js,.js,8.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map,package.json,.json,0.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,base64-vlq.js,.js,5.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,CodeNode.js,.js,1.47,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,fromStringWithSourceMap.js,.js,3,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,helpers.js,.js,0.45,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,index.js,.js,0.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,MappingsContext.js,.js,0.95,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,SingleLineNode.js,.js,2.86,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,SourceListMap.js,.js,3.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-list-map\lib,SourceNode.js,.js,3.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map,package.json,.json,2.5,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map,source-map.js,.js,0.4,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\dist,source-map.debug.js,.js,254.11,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\dist,source-map.js,.js,99.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\dist,source-map.min.js,.js,25.65,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,array-set.js,.js,3.12,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,base64-vlq.js,.js,4.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,base64.js,.js,1.5,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,binary-search.js,.js,4.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,mapping-list.js,.js,2.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,quick-sort.js,.js,3.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,source-map-consumer.js,.js,37.49,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,source-map-generator.js,.js,13.77,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,source-node.js,.js,13.47,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map\lib,util.js,.js,10.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js,package.json,.json,2.49,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js,source-map.js,.js,0.4,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,array-set.js,.js,3.12,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,base64-vlq.js,.js,4.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,base64.js,.js,1.5,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,binary-search.js,.js,4.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,mapping-list.js,.js,2.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,quick-sort.js,.js,3.97,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,source-map-consumer.js,.js,40.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,source-map-generator.js,.js,14.02,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,source-node.js,.js,13.48,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-js\lib,util.js,.js,15.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader,package.json,.json,2.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader\dist,cjs.js,.js,0.11,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader\dist,index.js,.js,3.94,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader\dist,labels-to-names.js,.js,5.69,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader\dist,options.json,.json,0.18,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader\dist,parse-data-url.js,.js,6.46,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-loader\dist,utils.js,.js,6.46,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-resolve,index.js,.js,9.52,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-resolve,package.json,.json,0.85,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support,browser-source-map-support.js,.js,52.33,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support,package.json,.json,0.75,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support,register-hook-require.js,.js,0.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support,register.js,.js,0.02,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support,source-map-support.js,.js,19.75,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map,package.json,.json,2.52,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map,source-map.js,.js,0.4,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\dist,source-map.debug.js,.js,266.48,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\dist,source-map.js,.js,104.47,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\dist,source-map.min.js,.js,26.48,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,array-set.js,.js,3.12,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,base64-vlq.js,.js,4.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,base64.js,.js,1.5,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,binary-search.js,.js,4.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,mapping-list.js,.js,2.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,quick-sort.js,.js,3.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,source-map-consumer.js,.js,39.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,source-map-generator.js,.js,14.02,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,source-node.js,.js,13.48,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\source-map-support\node_modules\source-map\lib,util.js,.js,12.65,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sourcemap-codec,package.json,.json,1.77,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sourcemap-codec\dist,sourcemap-codec.es.js,.js,4.1,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sourcemap-codec\dist,sourcemap-codec.umd.js,.js,4.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy,package.json,.json,1.33,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib,spdy.js,.js,0.49,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib\spdy,agent.js,.js,6.76,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib\spdy,handle.js,.js,5.77,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib\spdy,request.js,.js,0.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib\spdy,response.js,.js,2.85,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib\spdy,server.js,.js,7.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\lib\spdy,socket.js,.js,0.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\test,client-test.js,.js,5.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\test,fixtures.js,.js,4.33,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy\test,server-test.js,.js,11.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport,package.json,.json,1.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib,spdy-transport.js,.js,0.74,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport,connection.js,.js,19.58,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport,priority.js,.js,4.43,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport,stream.js,.js,15.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport,utils.js,.js,3.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport,window.js,.js,3.69,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\base,constants.js,.js,0.13,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\base,framer.js,.js,1.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\base,index.js,.js,0.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\base,parser.js,.js,2.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\base,scheduler.js,.js,4.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\base,utils.js,.js,2.02,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\http2,constants.js,.js,1.89,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\http2,framer.js,.js,12.77,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\http2,hpack-pool.js,.js,0.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\http2,index.js,.js,0.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\http2,parser.js,.js,14.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\spdy,constants.js,.js,3.43,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\spdy,dictionary.js,.js,11.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\spdy,framer.js,.js,11.97,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\spdy,index.js,.js,0.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\spdy,parser.js,.js,11.59,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\spdy-transport\lib\spdy-transport\protocol\spdy,zlib-pool.js,.js,1.42,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js,bower.json,.json,0.43,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js,gruntfile.js,.js,0.95,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js,package.json,.json,0.58,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js\dist,angular-sprintf.min.js,.js,0.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js\dist,sprintf.min.js,.js,3.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js\src,angular-sprintf.js,.js,0.48,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js\src,sprintf.js,.js,7.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\sprintf-js\test,test.js,.js,3.66,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stable,package.json,.json,1.45,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stable,stable.js,.js,2.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stable,stable.min.js,.js,0.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stack-utils,index.js,.js,7.62,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stack-utils,package.json,.json,0.81,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stack-utils\node_modules\escape-string-regexp,index.js,.js,0.23,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stack-utils\node_modules\escape-string-regexp,package.json,.json,0.76,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe,bower.json,.json,0.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe,component.json,.json,0.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe,karma.conf.ci.js,.js,2.96,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe,karma.conf.js,.js,0.54,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe,package.json,.json,1.62,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe,stackframe.js,.js,4.83,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe\dist,stackframe.js,.js,4.83,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\stackframe\dist,stackframe.min.js,.js,2.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\statuses,codes.json,.json,1.78,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\statuses,index.js,.js,2.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\statuses,package.json,.json,1.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-length,index.js,.js,0.33,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-length,package.json,.json,0.78,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-natural-compare,natural-compare.js,.js,3.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-natural-compare,package.json,.json,1.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-width,index.js,.js,0.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-width,package.json,.json,0.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-width\node_modules\emoji-regex,index.js,.js,10.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-width\node_modules\emoji-regex,package.json,.json,1.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-width\node_modules\emoji-regex,text.js,.js,10.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\string-width\node_modules\emoji-regex\es2015,index.js,.js,10.84,3/22/2022
